date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:44:29	22449/22449	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257b1-56eca597fc092%22	https://brasserieboswell.com/wp-includes/fonts/dashicons.eot	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-includes/fonts/dashicons.eot	(from https://brasserieboswell.com/wp-includes/css/dashicons.min.css?ver=5.0.4)
19:44:30	794054/794054	---M--	200	added ('OK')	image/svg+xml	etag:%22c1dc6-580a3657136d0%22	https://brasserieboswell.com/wp-content/themes/redfolio/fonts/fontawesome-free-5.6.3-web/webfonts/fa-solid-900.svg	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/fonts/fontawesome-free-5.6.3-web/webfonts/fa-solid-900.svg	(from https://brasserieboswell.com/wp-content/themes/redfolio/fonts/fontawesome-free-5.6.3-web/css/all.min.css?ver=20190129)
19:44:30	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-51fdcc8d7f9f2%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:30	1097/1097	---M--	200	added ('OK')	image/png	etag:%22449-51fdcc8caea17%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_x.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_x.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:31	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-51fdcc8d0f503%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_y.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_y.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:31	1358/1358	---M--	200	added ('OK')	image/png	etag:%2254e-51fdcc8be767d%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_next.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_next.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:31	1376/1376	---M--	200	added ('OK')	image/png	etag:%22560-51fdcc8c4fe6a%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_prev.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/sprite_prev.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:32	1537/1537	---M--	200	added ('OK')	image/png	etag:%22601-51fdcc8b05d00%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/default_thumb.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/default_thumb.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:32	6331/6331	---M--	200	added ('OK')	image/gif	etag:%2218bb-51fdcc8b7718e%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/loader.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/default/loader.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:32	4099/4099	---M--	200	added ('OK')	image/png	etag:%221003-51fdcc9367635%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/sprite.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/sprite.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:33	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-51fdcc91e4a83%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/btnNext.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/btnNext.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:33	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-51fdcc924556f%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/btnPrevious.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:34	4076/4076	---M--	200	added ('OK')	image/png	etag:%22fec-51fdcc87bcf73%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/sprite.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/sprite.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:34	130/130	---M--	200	added ('OK')	image/png	etag:%2282-51fdcc869126c%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/contentPattern.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:34	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-51fdcc85d0c34%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/btnNext.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/btnNext.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:35	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-51fdcc8631720%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:35	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-51fdcc8754786%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/loader.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_rounded/loader.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:35	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-51fdcc89f16fc%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/loader.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/loader.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:36	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-51fdcc8a521e9%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/sprite.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/sprite.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:36	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-51fdcc886faea%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/btnNext.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/btnNext.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:36	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-51fdcc88cf637%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/btnPrevious.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/dark_square/btnPrevious.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:37	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-51fdcc95a4a5f%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_square/sprite.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_square/sprite.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:37	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-51fdcc941c0ec%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_square/btnNext.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_square/btnNext.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:37	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-51fdcc947eb19%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_square/btnPrevious.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_square/btnPrevious.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:38	4227/4227	---M--	200	added ('OK')	image/png	etag:%221083-51fdcc9131f0c%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/sprite.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/sprite.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:38	142/142	---M--	200	added ('OK')	image/png	etag:%228e-51fdcc9010de6%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternTop.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternTop.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:38	137/137	---M--	200	added ('OK')	image/png	etag:%2289-51fdcc8f507ae%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternLeft.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternLeft.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:38	136/136	---M--	200	added ('OK')	image/png	etag:%2288-51fdcc8fb129a%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternRight.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternRight.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:39	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-51fdcc90d23bf%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/loader.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/loader.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:39	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-51fdcc8e30628%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/btnNext.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/btnNext.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:39	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-51fdcc8e90175%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/btnPrevious.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/btnPrevious.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:40	142/142	---M--	200	added ('OK')	image/png	etag:%228e-51fdcc8eefcc1%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternBottom.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/contentPatternBottom.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:40	227/227	---M--	200	added ('OK')	image/gif	etag:%22e3-51fdcc9072873%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:40	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-51fdcc9304c08%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/loader.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/prettyPhoto/light_rounded/loader.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:40	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-51fdcc8258101%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/loader.gif	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/loader.gif	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/prettyphoto.css?ver=20190129)
19:44:41	3059/3059	---M--	200	added ('OK')	image/png	etag:%22bf3-51fdcc9613fad%22	https://brasserieboswell.com/wp-content/themes/redfolio/images/toggle2.png	C:/Users/usuario/Desktop/APP2/APP/brasserieboswell.com/wp-content/themes/redfolio/images/toggle2.png	(from https://brasserieboswell.com/wp-content/themes/redfolio/css/shortcodes.css?ver=20190129)
